epoch,loss
1,5.887473106384277
2,5.551999092102051
3,5.28873348236084
4,5.118420124053955
5,5.072371482849121
6,5.045897960662842
7,5.0189690589904785
8,5.00137996673584
9,4.9819793701171875
10,4.965904712677002
11,4.939589977264404
12,4.927391052246094
13,4.903100490570068
14,4.886430263519287
15,4.868249416351318
16,4.847256660461426
17,4.829596519470215
18,4.810891151428223
19,4.790363311767578
20,4.773265838623047
21,4.749703884124756
22,4.73016357421875
23,4.711058616638184
24,4.695158958435059
25,4.6746625900268555
26,4.657959938049316
27,4.640265941619873
28,4.6206488609313965
29,4.604460716247559
30,4.581299304962158
31,4.567117691040039
32,4.547099590301514
33,4.533806800842285
34,4.511226654052734
35,4.49619722366333
36,4.475947380065918
37,4.460666656494141
38,4.444657325744629
39,4.427196979522705
40,4.417118549346924
41,4.395700931549072
42,4.38287353515625
43,4.368179798126221
44,4.349123001098633
45,4.333643913269043
46,4.317103385925293
47,4.304847240447998
48,4.281636714935303
49,4.268561363220215
50,4.257747650146484
51,4.244047164916992
52,4.221133708953857
53,4.206528186798096
54,4.196363925933838
55,4.179856777191162
56,4.166233062744141
57,4.154307842254639
58,4.134969234466553
59,4.120395660400391
60,4.10070276260376
61,4.10032844543457
62,4.077736854553223
63,4.065879821777344
64,4.047152519226074
65,4.044661045074463
66,4.025158405303955
67,4.011937618255615
68,4.000796794891357
69,3.9820802211761475
70,3.9791297912597656
71,3.962221622467041
72,3.9491875171661377
73,3.936353921890259
74,3.930509567260742
75,3.9167771339416504
76,3.898984432220459
77,3.889188051223755
78,3.881129503250122
79,3.8741815090179443
80,3.8552634716033936
81,3.842334270477295
82,3.8316099643707275
83,3.824212074279785
84,3.8120498657226562
85,3.7885630130767822
86,3.7861762046813965
87,3.7646663188934326
88,3.7574033737182617
89,3.7419605255126953
90,3.7290937900543213
91,3.713531970977783
92,3.7127647399902344
93,3.6838033199310303
94,3.670680522918701
95,3.6485793590545654
96,3.6311943531036377
97,3.609665632247925
98,3.5989582538604736
99,3.5689609050750732
100,3.543524742126465
101,3.519155502319336
102,3.497626781463623
103,3.4625349044799805
104,3.4229705333709717
105,3.3847310543060303
106,3.357612371444702
107,3.3116002082824707
108,3.2637484073638916
109,3.2149817943573
110,3.166508913040161
111,3.1080284118652344
112,3.0430757999420166
113,2.971226930618286
114,2.9118945598602295
115,2.8347551822662354
116,2.7640960216522217
117,2.67934513092041
118,2.5831141471862793
119,2.5059030055999756
120,2.393878936767578
121,2.2963950634002686
122,2.207162618637085
123,2.1098923683166504
124,2.013768196105957
125,1.910653829574585
126,1.8178054094314575
127,1.714935064315796
128,1.624711036682129
129,1.5411841869354248
130,1.4613054990768433
131,1.3704288005828857
132,1.2780870199203491
133,1.203065037727356
134,1.1257261037826538
135,1.0465744733810425
136,0.9712744951248169
137,0.9098774790763855
138,0.8541010618209839
139,0.8095034956932068
140,0.729853093624115
141,0.6878138184547424
142,0.6470557451248169
143,0.6088634133338928
144,0.5652984380722046
145,0.5374922752380371
146,0.4951867461204529
147,0.4603673219680786
148,0.43735554814338684
149,0.42048051953315735
150,0.39935967326164246
151,0.37963882088661194
152,0.3539050221443176
153,0.35111725330352783
154,0.34278449416160583
155,0.30767199397087097
156,0.29392707347869873
157,0.2720573842525482
158,0.25977134704589844
159,0.25000837445259094
160,0.2558576762676239
161,0.2488517314195633
162,0.23190535604953766
163,0.2296576052904129
164,0.23780223727226257
165,0.20501582324504852
166,0.20763510465621948
167,0.18271340429782867
168,0.20061330497264862
169,0.19284702837467194
170,0.17036381363868713
171,0.15635883808135986
172,0.14198775589466095
173,0.13279174268245697
174,0.14131639897823334
175,0.15312011539936066
176,0.13658270239830017
177,0.17219029366970062
178,0.237132266163826
179,0.22620506584644318
180,0.158332958817482
181,0.11685771495103836
182,0.08602110296487808
183,0.07193634659051895
184,0.08205044269561768
185,0.0829620435833931
186,0.06891161948442459
187,0.06354209035634995
188,0.07013159245252609
189,0.10158102959394455
190,0.11966627836227417
191,0.1710706651210785
192,0.21779802441596985
193,0.26900357007980347
194,0.16969119012355804
195,0.09580542147159576
196,0.059731654822826385
197,0.03925251215696335
198,0.03137267380952835
199,0.023026270791888237
200,0.024666542187333107
201,0.03364330902695656
202,0.04415102303028107
203,0.06300840526819229
204,0.11590741574764252
205,0.24680344760417938
206,0.36335304379463196
207,0.1935601681470871
208,0.11103595048189163
209,0.06429430097341537
210,0.045619651675224304
211,0.022731775417923927
212,0.013582684099674225
213,0.012771278619766235
214,0.012242045253515244
215,0.008392957039177418
216,0.005311095621436834
217,0.004409844055771828
218,0.003363126190379262
219,0.0029382247012108564
220,0.0033763833343982697
221,0.004062625113874674
222,0.07165415585041046
223,0.5683513879776001
224,0.621949315071106
225,0.2554224729537964
226,0.0895320326089859
227,0.03691921755671501
228,0.016542037948966026
229,0.00940020103007555
230,0.005158646032214165
231,0.004052820149809122
232,0.003059067763388157
233,0.0027754560578614473
234,0.0023543345741927624
235,0.0020830505527555943
236,0.0020800838246941566
237,0.0029564639553427696
238,0.0024074800312519073
239,0.0023514418862760067
240,0.0016001049662008882
241,0.0014385326066985726
242,0.0013064133236184716
243,0.0013197188964113593
244,0.0017146276077255607
245,0.0038984734565019608
246,0.00447734072804451
247,0.043933019042015076
248,1.1382824182510376
249,0.6341225504875183
250,0.17197255790233612
251,0.05911346524953842
252,0.02615712210536003
253,0.01238840539008379
254,0.007426170632243156
255,0.004728961270302534
256,0.003956138622015715
257,0.003953423351049423
258,0.003594696754589677
259,0.0028491381090134382
260,0.0025693525094538927
261,0.00214127148501575
262,0.0021022961009293795
263,0.003476538695394993
264,0.004082777537405491
265,0.027220115065574646
266,0.21071091294288635
267,0.40135428309440613
268,0.2914247214794159
269,0.12709754705429077
270,0.053797025233507156
271,0.02222433127462864
272,0.010401901789009571
273,0.005783586297184229
274,0.0035064625553786755
275,0.0028764132875949144
276,0.002428869716823101
277,0.0018858634866774082
278,0.0016943749506026506
279,0.0014976604143157601
280,0.001355863525532186
281,0.0012997539015486836
282,0.0012568255187943578
283,0.001622601062990725
284,0.0012722511310130358
285,0.0011079461546614766
286,0.001169513096101582
287,0.0011529236799106002
288,0.0710737481713295
289,0.8609809875488281
290,0.5158321857452393
291,0.13183356821537018
292,0.04377429187297821
293,0.01749410480260849
294,0.010509328916668892
295,0.006033984944224358
296,0.003936017397791147
297,0.004250748548656702
298,0.0026487079448997974
299,0.0026686640921980143
300,0.0028772109653800726
301,0.0030468550976365805
302,0.004010343458503485
303,0.002090304624289274
304,0.0017281539039686322
305,0.0014760468620806932
306,0.0013151125749573112
307,0.0013323230668902397
308,0.0014338126638904214
309,0.007947801612317562
310,0.25346091389656067
311,0.57688969373703
312,0.2797599136829376
313,0.09967009723186493
314,0.035979386419057846
315,0.014836452901363373
316,0.008380275219678879
317,0.0053487555123865604
318,0.0035443175584077835
319,0.002498241141438484
320,0.0020936629734933376
321,0.0019472903804853559
322,0.0016346328193321824
323,0.0015157422749325633
324,0.0013570924056693912
325,0.0012432958465069532
326,0.0011078950483351946
327,0.001041750074364245
328,0.0009869106579571962
329,0.0009468054049648345
330,0.000895755656529218
331,0.0008650245727039874
332,0.0008338284678757191
333,0.0017197852721437812
334,0.002603233093395829
335,0.0015065025072544813
336,0.0009943692712113261
337,0.0007707509794272482
338,0.0007776717538945377
339,0.0006986285443417728
340,0.0012039663270115852
341,0.6117734909057617
342,0.9123914241790771
343,0.20870092511177063
344,0.06821456551551819
345,0.022448070347309113
346,0.011715610511600971
347,0.006114861462265253
348,0.004638987127691507
349,0.003322463482618332
350,0.0026888225693255663
351,0.002341910731047392
352,0.0020489220041781664
353,0.0018515760311856866
354,0.0021860222332179546
355,0.0018588819075375795
356,0.0015325437998399138
357,0.0016213234048336744
358,0.0013924306258559227
359,0.001260473276488483
360,0.0012120871106162667
361,0.001848460640758276
362,0.0020317500457167625
363,0.0014886906137689948
364,0.001082767266780138
365,0.0009807352907955647
366,0.0009129648678936064
367,0.011965337209403515
368,0.5474753379821777
369,0.5927539467811584
370,0.1531980186700821
371,0.04932742938399315
372,0.0198656115680933
373,0.009609621949493885
374,0.006156726274639368
375,0.0034457675646990538
376,0.002947738394141197
377,0.0022906940430402756
378,0.0025593594182282686
379,0.002049261936917901
380,0.001509461086243391
381,0.0015170584665611386
382,0.0015205350937321782
383,0.0016059918561950326
384,0.0012487597996369004
385,0.0011230271775275469
386,0.0010177966905757785
387,0.0010100979125127196
388,0.0009789952309802175
389,0.00146611244417727
390,0.002268886659294367
391,0.0011976792011409998
392,0.0008862038957886398
393,0.000750801875256002
394,0.000652698683552444
395,0.0006079705781303346
396,0.0006204072269611061
397,0.0005611879169009626
398,0.0005809726426377892
399,0.0005370396538637578
400,0.000502929906360805
