epoch,loss
1,5.435966491699219
2,5.338454246520996
3,5.337699890136719
4,5.327071666717529
5,5.324926376342773
6,5.286355018615723
7,5.272595405578613
8,5.22514009475708
9,5.164854049682617
10,5.143431663513184
11,5.118269443511963
12,5.118035793304443
13,5.0854692459106445
14,5.074953079223633
15,5.076196193695068
16,5.0684099197387695
17,5.034572601318359
18,5.019277095794678
19,4.984795093536377
20,4.961813926696777
21,4.95261812210083
22,4.920513153076172
23,4.897660732269287
24,4.876020908355713
25,4.850869178771973
26,4.825381278991699
27,4.8086771965026855
28,4.784353733062744
29,4.75201416015625
30,4.714143753051758
31,4.677061557769775
32,4.6278462409973145
33,4.6107563972473145
34,4.552619457244873
35,4.50916051864624
36,4.468060493469238
37,4.405172348022461
38,4.3562331199646
39,4.299883842468262
40,4.254855632781982
41,4.187070369720459
42,4.123285293579102
43,4.074009895324707
44,4.0105767250061035
45,3.9625868797302246
46,3.9221863746643066
47,3.8590335845947266
48,3.804809093475342
49,3.7453556060791016
50,3.7034502029418945
51,3.6428797245025635
52,3.5888020992279053
53,3.5332744121551514
54,3.4930624961853027
55,3.4531478881835938
56,3.3896501064300537
57,3.3747613430023193
58,3.33677077293396
59,3.272972822189331
60,3.230576515197754
61,3.1999318599700928
62,3.1631743907928467
63,3.118253231048584
64,3.067509651184082
65,3.0507078170776367
66,3.01273512840271
67,2.960606336593628
68,2.93628191947937
69,2.9069411754608154
70,2.889827013015747
71,2.8354432582855225
72,2.825953245162964
73,2.7917637825012207
74,2.7464613914489746
75,2.7126595973968506
76,2.66550874710083
77,2.6313347816467285
78,2.6112794876098633
79,2.568007230758667
80,2.5602405071258545
81,2.519479990005493
82,2.476975202560425
83,2.4848556518554688
84,2.48736310005188
85,2.400412082672119
86,2.357555627822876
87,2.3501856327056885
88,2.3140218257904053
89,2.3174266815185547
90,2.27565860748291
91,2.2352662086486816
92,2.2398273944854736
93,2.17697811126709
94,2.1618919372558594
95,2.1420950889587402
96,2.170801877975464
97,2.181727647781372
98,2.062721014022827
99,2.0366082191467285
100,1.9834173917770386
101,2.0137507915496826
102,1.9440300464630127
103,1.9712144136428833
104,1.8950377702713013
105,1.8925701379776
106,1.8694909811019897
107,1.8700339794158936
108,1.8121130466461182
109,1.8273324966430664
110,1.7594000101089478
111,1.7556087970733643
112,1.7193721532821655
113,1.6965428590774536
114,1.6835180521011353
115,1.643925666809082
116,1.7121838331222534
117,1.6341478824615479
118,1.5814534425735474
119,1.5720802545547485
120,1.555051326751709
121,1.5171796083450317
122,1.5333274602890015
123,1.4987155199050903
124,1.4994964599609375
125,1.5352510213851929
126,1.452086091041565
127,1.4087607860565186
128,1.3830583095550537
129,1.397603154182434
130,1.360243797302246
131,1.3488539457321167
132,1.3934111595153809
133,1.3294934034347534
134,1.3826838731765747
135,1.2958717346191406
136,1.2382436990737915
137,1.2681748867034912
138,1.205957293510437
139,1.176294207572937
140,1.1776622533798218
141,1.2083382606506348
142,1.1940176486968994
143,1.1318975687026978
144,1.1146496534347534
145,1.1323615312576294
146,1.1349735260009766
147,1.1517640352249146
148,1.1002039909362793
149,1.0587559938430786
150,1.029116153717041
151,1.015024185180664
152,1.0381337404251099
153,1.0040324926376343
154,1.0080013275146484
155,1.0442014932632446
156,1.0354326963424683
157,0.9976443648338318
158,0.979764461517334
159,0.9744253158569336
160,0.975918710231781
161,0.9593969583511353
162,0.9949839115142822
163,0.8772379159927368
164,0.8718566298484802
165,0.8544138669967651
166,0.822312593460083
167,0.8365827798843384
168,0.8339558243751526
169,0.8339583873748779
170,0.8507663011550903
171,0.8041976690292358
172,0.7630562782287598
173,0.7958084940910339
174,0.7677223682403564
175,0.7268117070198059
176,0.7286140322685242
177,0.772323727607727
178,0.8102479577064514
179,0.7479056715965271
180,0.7494620084762573
181,0.7355053424835205
182,0.7271468639373779
183,0.6787959933280945
184,0.6591821908950806
185,0.6513768434524536
186,0.6572657823562622
187,0.7527998089790344
188,0.6966788172721863
189,0.6747320294380188
190,0.6476913690567017
191,0.6159956455230713
192,0.6480973958969116
193,0.6159915328025818
194,0.6044769883155823
195,0.6306813955307007
196,0.6111228466033936
197,0.6652824878692627
198,0.6720818877220154
199,0.6198156476020813
200,0.6289430260658264
