epoch,loss
1,5.891875267028809
2,5.523416519165039
3,5.265386581420898
4,5.1145710945129395
5,5.065130233764648
6,5.044841289520264
7,5.026922702789307
8,5.010025501251221
9,4.995416164398193
10,4.978982925415039
11,4.959389686584473
12,4.940218448638916
13,4.921306610107422
14,4.904443740844727
15,4.882986068725586
16,4.871557235717773
17,4.85042142868042
18,4.8348069190979
19,4.813352584838867
20,4.798552513122559
21,4.7805962562561035
22,4.766291618347168
23,4.750053405761719
24,4.726125717163086
25,4.711854934692383
26,4.693284511566162
27,4.680673122406006
28,4.663519859313965
29,4.646406650543213
30,4.629772186279297
31,4.618945121765137
32,4.6012444496154785
33,4.5846967697143555
34,4.568850994110107
35,4.554427623748779
36,4.539683818817139
37,4.520977973937988
38,4.513706684112549
39,4.495935440063477
40,4.483028888702393
41,4.471355438232422
42,4.459746360778809
43,4.448102951049805
44,4.433913707733154
45,4.419495582580566
46,4.408268928527832
47,4.396947860717773
48,4.384800910949707
49,4.370861053466797
50,4.363621234893799
51,4.346703052520752
52,4.338281631469727
53,4.328986644744873
54,4.320935249328613
55,4.311953544616699
56,4.305539131164551
57,4.290256500244141
58,4.281371593475342
59,4.271590709686279
60,4.264966011047363
61,4.256113052368164
62,4.241213798522949
63,4.237614631652832
64,4.233694553375244
65,4.2209792137146
66,4.210719108581543
67,4.208947658538818
68,4.2026519775390625
69,4.191112041473389
70,4.182744026184082
71,4.180060386657715
72,4.1690754890441895
73,4.161592483520508
74,4.155531406402588
75,4.150135517120361
76,4.142788887023926
77,4.13124418258667
78,4.121460437774658
79,4.122815132141113
80,4.12326717376709
81,4.1169023513793945
82,4.1005682945251465
83,4.098173141479492
84,4.090096950531006
85,4.085525989532471
86,4.080064296722412
87,4.074413776397705
88,4.065794467926025
89,4.059808254241943
90,4.052757263183594
91,4.038793563842773
92,4.039538860321045
93,4.032399654388428
94,4.029768466949463
95,4.0267438888549805
96,4.01807165145874
97,4.006590843200684
98,4.006954193115234
99,4.001923084259033
100,3.992515802383423
