epoch,loss
1,5.374500751495361
2,5.152868270874023
3,5.119437217712402
4,5.100437641143799
5,5.083138465881348
6,5.076781749725342
7,5.059549331665039
8,5.04809045791626
9,5.03685998916626
10,5.024140357971191
11,5.017035961151123
12,5.004115581512451
13,4.990530014038086
14,4.973660469055176
15,4.9585490226745605
16,4.943323612213135
17,4.926180839538574
18,4.910011291503906
19,4.882147312164307
20,4.863602638244629
21,4.836722373962402
22,4.812587261199951
23,4.785533905029297
24,4.766919136047363
25,4.723463535308838
26,4.704408645629883
27,4.661092758178711
28,4.6129984855651855
29,4.579944133758545
30,4.5469865798950195
31,4.512818336486816
32,4.4675750732421875
33,4.414429187774658
34,4.376234531402588
35,4.3213419914245605
36,4.2643632888793945
37,4.21148681640625
38,4.173648357391357
39,4.113500595092773
40,4.061155319213867
41,4.017202854156494
42,3.9397311210632324
43,3.9035212993621826
44,3.829298973083496
45,3.774918556213379
46,3.7091450691223145
47,3.6658177375793457
48,3.579568386077881
49,3.5144026279449463
50,3.448279619216919
51,3.3961825370788574
52,3.301469564437866
53,3.2366795539855957
54,3.1746625900268555
55,3.087324857711792
56,3.021127939224243
57,2.941636323928833
58,2.8745927810668945
59,2.815973997116089
60,2.768991231918335
61,2.6647145748138428
62,2.5730464458465576
63,2.523787021636963
64,2.4291329383850098
65,2.3414807319641113
66,2.2744057178497314
67,2.2164742946624756
68,2.168607473373413
69,2.097738027572632
70,2.0114834308624268
71,1.9363288879394531
72,1.900354266166687
73,1.857711672782898
74,1.8270941972732544
75,1.7405894994735718
76,1.7201014757156372
77,1.6493815183639526
78,1.59369957447052
79,1.545996069908142
80,1.5545119047164917
81,1.4771180152893066
82,1.4185043573379517
83,1.376780390739441
84,1.340596079826355
85,1.3006858825683594
86,1.3868621587753296
87,1.2360658645629883
88,1.2119207382202148
89,1.1797186136245728
90,1.1458592414855957
91,1.0854772329330444
92,1.085724115371704
93,1.0429418087005615
94,0.9790371060371399
95,0.9878100156784058
96,0.9982329607009888
97,0.9689083695411682
98,0.913430392742157
99,0.9325270056724548
100,1.009093165397644
